Bokført	Rentedato	Tekstkode	Beskrivelse	Beløp	Arkivref.	Motkonto
26.11.2013	26.11.2013	AVTALE	Til felleskonto	32186,00	89250105	3705.09.65091
26.11.2013	26.11.2013	LÅN	Til:37061218050	-18044,00	50370669100	3706.12.18050
26.11.2013	26.11.2013	VARER	25.11 REMA BJERKE TRONDHEIMSVE OSLO	-491,38	17017814309	
25.11.2013	25.11.2013	VARER	22.11 APOTEK 1,BJERKE TRONDHEIMSVN OSLO	-299,60	17017493329	
25.11.2013	25.11.2013	VISA VARE	*4485 21.11 NOK 44.47 GRAB N FLY FINGER B Kurs: 1.0000	-44,47	50001685147	
25.11.2013	25.11.2013	VARER	22.11 REMA BJERKE TRONDHEIMSVE OSLO	-186,36	17017633968	
25.11.2013	25.11.2013	VARER	24.11 STATOIL BJERKE ØKERN TORGVE OSLO	-59,00	17017002710	
25.11.2013	25.11.2013	VISA VARE	*4485 21.11 NOK 20.00 SAS (IFS) Kurs: 1.0000	-20,00	50001685147	
25.11.2013	25.11.2013	VARER	24.11 STATOIL BJERKE ØKERN TORGVE OSLO	-42,90	17017921505	
25.11.2013	25.11.2013	VISA VARE	*4485 20.11 USD 33.14 ANDALE MEX REST & BAR Kurs: 6.2471	-207,03	50001685147	
25.11.2013	25.11.2013	VARER	22.11 SOM TAM THAI VOGTS GATE 6 OSLO	-425,00	17017955654	
25.11.2013	25.11.2013	VARER	23.11 REMA BJERKE TRONDHEIMSVE OSLO	-505,41	17017290549	
25.11.2013	25.11.2013	VISA VARE	*4485 21.11 NOK 145.68 LE SOMMELIER42 Kurs: 1.0000	-145,68	50001685147	
22.11.2013	22.11.2013	VISA VARE	*4485 19.11 USD 30.00 THAI HOUSE EXPRESS @ CAST Kurs: 6.2113	-186,34	50001685147	
22.11.2013	22.11.2013	VARER	21.11 REMA BJERKE TRONDHEIMSVE OSLO	-677,44	17017451585	
22.11.2013	22.11.2013	OVFNETTB	Nettbank til: ØYEN EIVOR SLEI Betalt: 22.11.13	-3000,00	50389029152	3700.15.71126
22.11.2013	22.11.2013	VISA VARE	*4485 20.11 NOK 79.00 WWW.NETFLIX.COM Kurs: 1.0000	-79,00	50001685147	
22.11.2013	22.11.2013	VISA VARE	*8081 19.11 USD 165.92 MOLLIE STONES #9 Kurs: 6.2116	-1030,62	50001685147	
22.11.2013	22.11.2013	VISA VARE	*4485 19.11 USD 12.99 MOLLIE STONES #9 Kurs: 6.2117	-80,69	50001685147	
22.11.2013	22.11.2013	VISA VARE	*4485 18.11 USD 16.60 ESCAPE FROM NEW YORK PIZZ Kurs: 6.2115	-103,11	50001685147	
22.11.2013	22.11.2013	VARER	21.11 7103 DUTY FREE HOVEDPORTEN GARDERMOEN	-2448,00	17017581377	
22.11.2013	22.11.2013	VARER	21.11 NARVESEN 163 FLYPLASSVN. GARDERMOEN	-28,00	17017736076	
21.11.2013	21.11.2013	VISA VARE	*4485 18.11 USD 26.02 MOLLIE STONES #9 Kurs: 6.2402	-162,37	50001685147	
21.11.2013	21.11.2013	VISA VARE	*8081 19.11 USD 5.70 WALGREENS #1327 Kurs: 6.2404	-35,57	50001685147	
20.11.2013	20.11.2013	VISA VARE	*4485 17.11 USD 36.45 MOLLIE STONES #9 Kurs: 6.2447	-227,62	50001685147	
20.11.2013	20.11.2013	AVTGI	GJENSIDIGE FORSIKRING	-1192,00	93426157	6005.06.08460
20.11.2013	20.11.2013	VISA VARE	*4485 17.11 USD 25.00 THAI HOUSE EXPRESS @ CAST Kurs: 6.2452	-156,13	50001685147	
19.11.2013	19.11.2013	VISA VARE	*8081 16.11 USD 43.62 DISNEY STORE #723 Kurs: 6.3155	-275,48	50001685147	
19.11.2013	19.11.2013	VISA VARE	*4485 16.11 USD 13.17 BRISTOL FARMS # 17 Kurs: 6.3151	-83,17	50001685147	
19.11.2013	19.11.2013	VISA VARE	*4485 17.11 USD 1.75 CCSF MTA IPS PRKNG METER Kurs: 6.3143	-11,05	50001685147	
19.11.2013	19.11.2013	VISA VARE	*4485 14.11 USD 40.00 ALIANZA SERVICE STATION Kurs: 6.3153	-252,61	50001685147	
19.11.2013	19.11.2013	VISA VARE	*4485 16.11 USD 60.00 DANTE'S TABLE Kurs: 6.3155	-378,93	50001685147	
19.11.2013	19.11.2013	VISA VARE	*4485 17.11 USD 51.87 YELPINC*EAT24 TAKARA S Kurs: 6.3154	-327,58	50001685147	
19.11.2013	16.11.2013	VISA VARE	*4485 16.11 USD 17.28 MOLLIE STONES #9 Kurs: 6.0081	103,82	50001685147	
19.11.2013	19.11.2013	VISA VARE	*8081 14.11 USD 29.38 MOLLIE STONES #9 Kurs: 6.3155	-185,55	50001685147	
19.11.2013	19.11.2013	VISA VARE	*4485 15.11 USD 7.00 CERVECERIA DE MATEVEZA Kurs: 6.3157	-44,21	50001685147	
19.11.2013	19.11.2013	VISA VARE	*4485 17.11 USD 108.50 MICHAEL BRUNO Kurs: 6.3155	-685,23	50001685147	
19.11.2013	19.11.2013	VISA VARE	*4485 16.11 USD 13.50 UNION SQUARE GARAGE Kurs: 6.3156	-85,26	50001685147	
19.11.2013	19.11.2013	VISA VARE	*4485 16.11 USD 10.86 WALGREENS #1327 Kurs: 6.3158	-68,59	50001685147	
19.11.2013	19.11.2013	VISA VARE	*4485 17.11 USD 2.60 SQ *SPIKE'S COFFEES & TEA Kurs: 6.3154	-16,42	50001685147	
19.11.2013	19.11.2013	VISA VARE	*4485 15.11 USD 80.35 MOLLIE STONES #9 Kurs: 6.3155	-507,45	50001685147	
18.11.2013	18.11.2013	VISA VARE	*8081 13.11 USD 52.90 MOLLIE STONES #9 Kurs: 6.3289	-334,80	50001685147	
18.11.2013	18.11.2013	VISA VARE	*4485 13.11 USD 17.28 MOLLIE STONES #9 Kurs: 6.3287	-109,36	50001685147	
15.11.2013	15.11.2013	VISA VARE	*4485 13.11 USD 85.75 ANCHOR OYSTER BAR INC Kurs: 6.3288	-542,69	50001685147	
15.11.2013	15.11.2013	VISA VARE	*4485 13.11 USD 29.36 CASTRO VILLAGE WINE COMP Kurs: 6.3290	-185,82	50001685147	
14.11.2013	14.11.2013	GEBYR	VISA KONTANTUTTAK UTLAND 1 TRANS(ER) TYPE 715	-30,00	90460000	
14.11.2013	14.11.2013	VISA VARE	*8081 12.11 USD 3.62 WALGREENS #1327 Kurs: 6.3287	-22,91	50001685147	
14.11.2013	12.11.2013	VISA KONT	*4485 12.11 USD 65.00 LAUREL Kurs: 6.3308	-411,50	50001685147	
14.11.2013	14.11.2013	VISA VARE	*4485 11.11 USD 28.00 ANCHOR OYSTER BAR INC Kurs: 6.3307	-177,26	50001685147	
14.11.2013	14.11.2013	VISA VARE	*8081 12.11 USD 66.22 HRC STORE SAN FRAN Kurs: 6.3307	-419,22	50001685147	
14.11.2013	14.11.2013	VISA VARE	*8081 11.11 USD 16.95 BUFFALO WHOLE FOODS Kurs: 6.3310	-107,31	50001685147	
14.11.2013	14.11.2013	VISA VARE	*8081 11.11 USD 37.32 MOLLIE STONES #9 Kurs: 6.3307	-236,26	50001685147	
13.11.2013	13.11.2013	VISA VARE	*8081 11.11 USD 34.34 WALGREENS #1327 Kurs: 6.2883	-215,94	50001685147	
13.11.2013	13.11.2013	VISA VARE	*4485 10.11 USD 27.00 THAI HOUSE EXPRESS @ CAST Kurs: 6.2885	-169,79	50001685147	
13.11.2013	13.11.2013	VISA VARE	*4485 11.11 USD 13.46 7-ELEVEN 24139 Kurs: 6.2890	-84,65	50001685147	
13.11.2013	13.11.2013	VISA VARE	*8081 10.11 USD 11.80 MOLLIE STONES #9 Kurs: 6.2890	-74,21	50001685147	
12.11.2013	12.11.2013	NETTGIRO	Nettgiro til: Skaflestad Odd Betalt: 12.11.13	-750,00	50389029152	3841.14.04703
12.11.2013	12.11.2013	VISA VARE	*8081 08.11 USD 107.21 MOLLIE STONES #9 Kurs: 6.2598	-671,11	50001685147	
12.11.2013	12.11.2013	VISA VARE	*8081 09.11 USD 55.13 WASABI BISTRO Kurs: 6.2599	-345,11	50001685147	
12.11.2013	12.11.2013	VISA VARE	*8081 09.11 USD 212.17 LEVIS STORE 1701001742 Kurs: 6.2597	-1328,13	50001685147	
12.11.2013	12.11.2013	VISA VARE	*4485 07.11 USD 3.90 7-ELEVEN 24139 Kurs: 6.2590	-24,41	50001685147	
12.11.2013	12.11.2013	VISA VARE	*8081 08.11 USD 10.80 ESCAPE FROM NEW YORK PIZZ Kurs: 6.2593	-67,60	50001685147	
12.11.2013	12.11.2013	AVTALE	Til felleskonto	17330,00	50370028925	3700.15.71126
11.11.2013	11.11.2013	VISA VARE	*8081 06.11 USD 59.81 MOLLIE STONES #9 Kurs: 6.1398	-367,22	50001685147	
11.11.2013	11.11.2013	AVTGI	HAFSLUND FAKTURASERVICE AS	-788,38	93420336	6468.05.21016
08.11.2013	08.11.2013	VISA VARE	*8081 05.11 USD 73.93 MOLLIE STONES #9 Kurs: 6.0989	-450,89	50001685147	
08.11.2013	08.11.2013	VISA VARE	*8081 06.11 USD 50.03 HIMALYAN HANDICRAFTS Kurs: 6.0989	-305,13	50001685147	
08.11.2013	08.11.2013	VISA VARE	*4485 05.11 USD 7.81 7-ELEVEN 24139 Kurs: 6.0986	-47,63	50001685147	
08.11.2013	08.11.2013	VISA VARE	*4485 05.11 USD 45.00 THAI HOUSE EXPRESS @ CAST Kurs: 6.0989	-274,45	50001685147	
08.11.2013	08.11.2013	VISA VARE	*4485 05.11 USD 8.16 THAI HOUSE EXPRESS @ CAST Kurs: 6.0993	-49,77	50001685147	
08.11.2013	08.11.2013	VISA VARE	*8081 06.11 USD 7.25 SQ *SPIKE'S COFFEES & TEA Kurs: 6.0993	-44,22	50001685147	
07.11.2013	07.11.2013	VISA VARE	*8081 04.11 USD 11.71 7-ELEVEN 24139 Kurs: 6.0888	-71,30	50001685147	
07.11.2013	07.11.2013	VISA VARE	*8081 04.11 USD 68.72 MOLLIE STONES #9 Kurs: 6.0883	-418,39	50001685147	
06.11.2013	04.11.2013	VISA KONT	*8081 04.11 USD 803.00 4201 18TH ST Kurs: 6.0877	-4888,41	50001685147	
06.11.2013	06.11.2013	GEBYR	VISA KONTANTUTTAK UTLAND 1 TRANS(ER) TYPE 715	-30,00	90460000	
06.11.2013	06.11.2013	VISA VARE	*8081 04.11 USD 3.20 USPS 05680000534707224 Kurs: 6.0906	-19,49	50001685147	
06.11.2013	06.11.2013	GEBYR	VISA KONTANTUTTAK UTLAND 1 TRANS(ER) TYPE 715	-30,00	90460000	
06.11.2013	04.11.2013	VISA KONT	*8081 04.11 USD 803.00 *CASTRO Kurs: 6.0877	-4888,41	50001685147	
05.11.2013	05.11.2013	VISA VARE	*8081 31.10 USD 12.25 ESCAPE FROM NEW YORK PIZZ Kurs: 6.0800	-74,48	50001685147	
05.11.2013	05.11.2013	VISA VARE	*4485 31.10 USD 4.00 CLIPPER SERVICE #3111 Kurs: 6.0800	-24,32	50001685147	
05.11.2013	05.11.2013	VISA VARE	*4485 03.11 USD 2.25 CCSF MTA IPS PRKNG METER Kurs: 6.0844	-13,69	50001685147	
05.11.2013	05.11.2013	VISA VARE	*8081 02.11 USD 11.05 PASTAGINA Kurs: 6.0805	-67,19	50001685147	
05.11.2013	05.11.2013	VISA VARE	*8081 02.11 USD 33.56 MOLLIE STONES #9 Kurs: 6.0802	-204,05	50001685147	
05.11.2013	05.11.2013	VISA VARE	*4485 01.11 USD 27.00 THAI HOUSE EXPRESS @ CAST Kurs: 6.0800	-164,16	50001685147	
05.11.2013	05.11.2013	VISA VARE	*8081 31.10 USD 37.69 MOLLIE STONES #9 Kurs: 6.0801	-229,16	50001685147	
05.11.2013	05.11.2013	VISA VARE	*4485 02.11 USD 16.75 PHILZ COFFEE INC Kurs: 6.0800	-101,84	50001685147	
05.11.2013	05.11.2013	VISA VARE	*4485 01.11 USD 78.99 MOLLIE STONES #9 Kurs: 6.0803	-480,28	50001685147	
04.11.2013	04.11.2013	VISA VARE	*4485 30.10 USD 29.35 WALGREENS #1327 Kurs: 6.0532	-177,66	50001685147	
04.11.2013	04.11.2013	VISA VARE	*8081 30.10 USD 350.00 CPMC - CBO E CASHIERING Kurs: 6.0529	-2118,52	50001685147	
04.11.2013	04.11.2013	VISA VARE	*4485 31.10 USD 7.60 WALGREENS #1327 Kurs: 6.0526	-46,00	50001685147	
04.11.2013	04.11.2013	OVFNETTB	Barnehage SF	10000,00	50389049152	3705.09.65091
04.11.2013	04.11.2013	VISA VARE	*4485 30.10 USD 27.00 THAI HOUSE EXPRESS @ CAST Kurs: 6.0530	-163,43	50001685147	
04.11.2013	04.11.2013	VISA VARE	*4485 30.10 USD 32.02 MOLLIE STONES #9 Kurs: 6.0528	-193,81	50001685147	
01.11.2013	01.11.2013	VISA VARE	*4485 29.10 USD 2.50 TROPICANA LIQUOR MARKET Kurs: 6.0200	-15,05	50001685147	
01.11.2013	01.11.2013	VISA VARE	*4485 29.10 USD 34.77 MOLLIE STONES #9 Kurs: 6.0187	-209,27	50001685147	
01.11.2013	01.11.2013	VISA VARE	*4485 30.10 USD 11.00 CPMC-PARKING DAVIES Kurs: 6.0191	-66,21	50001685147	
01.11.2013	01.11.2013	VISA VARE	*4485 29.10 USD 33.00 THAI HOUSE EXPRESS @ CAST Kurs: 6.0188	-198,62	50001685147	
01.11.2013	01.11.2013	VISA VARE	*4485 30.10 USD 5.00 CPMC-PARKING DAVIES Kurs: 6.0200	-30,10	50001685147	
01.11.2013	01.11.2013	OVERFØRT	Til: 6090.06.06888 Betalt: 01.11.13	-3380,00	89251836	6090.06.06888
31.10.2013	31.10.2013	VISA VARE	*4485 28.10 USD 16.46 MOLLIE STONES #9 Kurs: 6.0170	-99,04	50001685147	
31.10.2013	31.10.2013	VISA VARE	*4485 29.10 USD 7.99 NETFLIX.COM Kurs: 6.0175	-48,08	50001685147	
31.10.2013	31.10.2013	AVTGI	Viken Fiber AS	-768,00	93420085	1503.14.83481
30.10.2013	30.10.2013	VISA VARE	*4485 27.10 USD 125.57 SAFEWAY STORE00015073 Kurs: 6.0088	-754,53	50001685147	
30.10.2013	31.10.2013	NETTGIRO	Nettgiro til: ÅRVOLLVEIEN BAR Betalt: 30.10.13	-2365,00	50389009152	1503.28.84420
29.10.2013	29.10.2013	VISA VARE	*8081 24.10 USD 87.62 MOLLIE STONES #9 Kurs: 6.0160	-527,12	50001685147	
29.10.2013	29.10.2013	VISA VARE	*4485 26.10 USD 84.29 MOLLIE STONES #9 Kurs: 6.0160	-507,09	50001685147	
29.10.2013	29.10.2013	VISA VARE	*4485 26.10 USD 42.41 WASABI BISTRO Kurs: 6.0160	-255,14	50001685147	
29.10.2013	29.10.2013	VISA VARE	*4485 26.10 USD 14.51 MOLLIE STONES #9 Kurs: 6.0159	-87,29	50001685147	
29.10.2013	26.10.2013	VISA KONT	*4485 26.10 USD 103.00 *CASTRO Kurs: 6.0160	-619,65	50001685147	
29.10.2013	29.10.2013	GEBYR	VISA KONTANTUTTAK UTLAND 1 TRANS(ER) TYPE 715	-30,00	90460000	
29.10.2013	29.10.2013	VISA VARE	*4485 26.10 USD 16.31 NOT JUST FLOWERS Kurs: 6.0159	-98,12	50001685147	
28.10.2013	28.10.2013	AVTGI	Gudbrandsdal Energi AS	-162,28	93421612	2095.19.81088
28.10.2013	26.10.2013	LÅN	Til:37061218050	-18044,00	50370689100	3706.12.18050
28.10.2013	28.10.2013	VISA VARE	*8081 23.10 USD 146.25 SAFEWAY STORE00007880 Kurs: 6.0259	-881,29	50001685147	
28.10.2013	26.10.2013	AVTALE	Til felleskonto	32186,00	89250103	3705.09.65091
25.10.2013	25.10.2013	VISA VARE	*4485 22.10 USD 9.50 TARTINE LP Kurs: 6.0337	-57,32	50001685147	
25.10.2013	25.10.2013	VISA VARE	*4485 22.10 USD 15.68 MOLLIE STONES #9 Kurs: 6.0338	-94,61	50001685147	
24.10.2013	24.10.2013	VISA VARE	*8081 21.10 USD 95.89 MOLLIE STONES #9 Kurs: 6.0550	-580,61	50001685147	
23.10.2013	23.10.2013	VISA VARE	*8081 20.10 USD 5.93 MARINIS AT THE BEACH INC Kurs: 6.0287	-35,75	50001685147	
23.10.2013	23.10.2013	VISA VARE	*8081 20.10 USD 6.50 WHITINGS FOOD Kurs: 6.0292	-39,19	50001685147	
23.10.2013	23.10.2013	VISA VARE	*4485 20.10 USD 22.00 SANTA CRUZ BEACH BDWK1 Kurs: 6.0296	-132,65	50001685147	
22.10.2013	22.10.2013	VISA VARE	*8081 20.10 USD 10.00 SANTA CRUZ BEACH BDWK1 Kurs: 6.0490	-60,49	50001685147	
22.10.2013	22.10.2013	VISA VARE	*8081 19.10 USD 110.00 WASABI BISTRO Kurs: 6.0490	-665,39	50001685147	
22.10.2013	22.10.2013	VISA VARE	*4485 20.10 USD 60.67 KWIK SERV-SANTA CRUZ Kurs: 6.0490	-366,99	50001685147	
22.10.2013	22.10.2013	VISA VARE	*8081 17.10 USD 75.06 MOLLIE STONES #9 Kurs: 6.0490	-454,04	50001685147	
22.10.2013	22.10.2013	VISA VARE	*4485 20.10 NOK 79.00 NETFLIX.COM Kurs: 1.0000	-79,00	50001685147	
22.10.2013	22.10.2013	VISA VARE	*8081 19.10 USD 37.92 TRADER JOE'S #193 QPS Kurs: 6.0491	-229,38	50001685147	
22.10.2013	22.10.2013	VISA VARE	*4485 19.10 USD 2.00 SC WHARF GATE Kurs: 6.0500	-12,10	50001685147	
22.10.2013	22.10.2013	VISA VARE	*8081 18.10 USD 66.89 MOLLIE STONES #9 Kurs: 6.0490	-404,62	50001685147	
22.10.2013	22.10.2013	VISA VARE	*4485 19.10 USD 26.22 SAFEWAY STORE00007997 Kurs: 6.0492	-158,61	50001685147	
21.10.2013	21.10.2013	VISA VARE	*8081 16.10 USD 35.79 MOLLIE STONES #9 Kurs: 6.1302	-219,40	50001685147	
21.10.2013	21.10.2013	AVTGI	GJENSIDIGE FORSIKRING	-1192,00	93423845	6005.06.08460
18.10.2013	18.10.2013	VISA VARE	*8081 15.10 USD 8.08 BUFFALO WHOLE FOODS Kurs: 6.1448	-49,65	50001685147	
18.10.2013	18.10.2013	VISA VARE	*8081 15.10 USD 54.93 MOLLIE STONES #9 Kurs: 6.1449	-337,54	50001685147	
18.10.2013	18.10.2013	VISA VARE	*8081 15.10 USD 28.88 CLIFF'S VARIETY STORE Kurs: 6.1447	-177,46	50001685147	
17.10.2013	17.10.2013	VISA VARE	*8081 14.10 USD 38.53 MOLLIE STONES #9 Kurs: 6.1277	-236,10	50001685147	
17.10.2013	17.10.2013	NETTGIRO	Nettgiro til: Sleire Inghild Betalt: 17.10.13	-1200,00	50389079152	3700.15.67803
17.10.2013	17.10.2013	VISA VARE	*8081 14.10 USD 11.53 WALGREENS #1327 Kurs: 6.1284	-70,66	50001685147	
16.10.2013	16.10.2013	VISA VARE	*8081 13.10 USD 9.97 BUFFALO WHOLE FOODS Kurs: 6.1164	-60,98	50001685147	
15.10.2013	15.10.2013	VISA VARE	*8081 10.10 USD 49.83 MOLLIE STONES #9 Kurs: 6.1636	-307,13	50001685147	
15.10.2013	15.10.2013	VISA VARE	*8081 13.10 USD 10.45 STARBUCKS #09212 SAN FRAN Kurs: 6.1636	-64,41	50001685147	
15.10.2013	15.10.2013	VISA VARE	*8081 11.10 USD 46.53 MOLLIE STONES #9 Kurs: 6.1636	-286,79	50001685147	
15.10.2013	15.10.2013	VISA VARE	*4485 11.10 USD 35.77 MOLLIE STONES #9 Kurs: 6.1635	-220,47	50001685147	
15.10.2013	15.10.2013	VISA VARE	*8081 11.10 USD 249.90 SAFEWAY STORE00015073 Kurs: 6.1637	-1540,30	50001685147	
14.10.2013	12.10.2013	AVTALE	Til felleskonto	17330,00	50370048925	3700.15.71126
14.10.2013	14.10.2013	VISA VARE	*8081 09.10 USD 350.00 CPMC - CBO E CASHIERING Kurs: 6.1762	-2161,68	50001685147	
14.10.2013	14.10.2013	VISA VARE	*8081 09.10 USD 57.34 WALGREENS #1327 Kurs: 6.1761	-354,14	50001685147	
11.10.2013	11.10.2013	VISA VARE	*8081 08.10 USD 63.96 MOLLIE STONES #9 Kurs: 6.1118	-390,91	50001685147	
11.10.2013	11.10.2013	VISA VARE	*8081 09.10 USD 33.28 THE BODY SHOP #204 Kurs: 6.1118	-203,40	50001685147	
11.10.2013	11.10.2013	VISA VARE	*4485 09.10 USD 9.00 CPMC-PARKING DAVIES Kurs: 6.1122	-55,01	50001685147	
11.10.2013	11.10.2013	VISA VARE	*4485 08.10 USD 60.00 THAI HOUSE EXPRESS @ CAST Kurs: 6.1118	-366,71	50001685147	
10.10.2013	10.10.2013	VISA VARE	*8081 07.10 USD 173.08 MOLLIE STONES #9 Kurs: 6.0978	-1055,41	50001685147	
09.10.2013	09.10.2013	VISA VARE	*4485 06.10 USD 7.81 7-ELEVEN 24139 Kurs: 6.1012	-47,65	50001685147	
09.10.2013	09.10.2013	VISA VARE	*4485 06.10 USD 56.56 SUNFLOWER CAFFE Kurs: 6.1017	-345,11	50001685147	
09.10.2013	09.10.2013	VISA VARE	*4485 07.10 USD 66.00 WASABI BISTRO Kurs: 6.1017	-402,71	50001685147	
09.10.2013	09.10.2013	VISA VARE	*4485 06.10 USD 67.64 SHELL OIL 57444481105 Kurs: 6.1017	-412,72	50001685147	
08.10.2013	08.10.2013	VISA VARE	*4485 05.10 USD 50.00 SEA THAI BISTRO Kurs: 6.0848	-304,24	50001685147	
08.10.2013	08.10.2013	VISA VARE	*8081 05.10 USD 114.00 SPA AT MONTECITO HEIGHTS Kurs: 6.0849	-693,68	50001685147	
08.10.2013	08.10.2013	VISA VARE	*4485 06.10 USD 17.81 G.D. LIQUORS Kurs: 6.0848	-108,37	50001685147	
08.10.2013	08.10.2013	VISA VARE	*4485 04.10 USD 68.05 MOLLIE STONES #9 Kurs: 6.0849	-414,08	50001685147	
08.10.2013	08.10.2013	VISA VARE	*4485 05.10 USD 6.60 G.D. LIQUORS Kurs: 6.0849	-40,16	50001685147	
08.10.2013	08.10.2013	VISA VARE	*4485 03.10 USD 11.71 7-ELEVEN 24139 Kurs: 6.0854	-71,26	50001685147	
08.10.2013	08.10.2013	VISA VARE	*4485 03.10 USD 3.90 7-ELEVEN 24139 Kurs: 6.0846	-23,73	50001685147	
08.10.2013	08.10.2013	VISA VARE	*4485 03.10 USD 15.53 WALGREENS #1327 Kurs: 6.0850	-94,50	50001685147	
08.10.2013	08.10.2013	VISA VARE	*8081 03.10 USD 59.05 MOLLIE STONES #9 Kurs: 6.0848	-359,31	50001685147	
07.10.2013	07.10.2013	VISA VARE	*4485 03.10 USD 681.72 HOTELS.COM US Kurs: 6.1330	-4181,01	50001685147	
07.10.2013	07.10.2013	AVTGI	FJELLINJEN AS	-290,50	93420390	1503.25.40934
07.10.2013	07.10.2013	VISA VARE	*8081 02.10 USD 57.75 WALGREENS #1327 Kurs: 6.1330	-354,18	50001685147	
04.10.2013	04.10.2013	VISA VARE	*4485 02.10 USD 19.78 7-ELEVEN 24139 Kurs: 6.1340	-121,33	50001685147	
04.10.2013	04.10.2013	VISA VARE	*8081 01.10 USD 8.97 MOLLIE STONES #9 Kurs: 6.1349	-55,03	50001685147	
04.10.2013	04.10.2013	VISA VARE	*4485 02.10 USD 170.00 CONCENTRA Kurs: 6.1339	-1042,77	50001685147	
04.10.2013	04.10.2013	VISA VARE	*4485 02.10 USD 18.76 MARKET & RYE Kurs: 6.1338	-115,07	50001685147	
04.10.2013	04.10.2013	AVTGI	Viken Fibernett AS	-768,00	93420045	1503.14.83481
04.10.2013	04.10.2013	VISA VARE	*8081 01.10 USD 80.26 MOLLIE STONES #9 Kurs: 6.1341	-492,32	50001685147	
03.10.2013	01.10.2013	VISA KONT	*8081 01.10 USD 803.00 *CASTRO Kurs: 6.1323	-4924,20	50001685147	
03.10.2013	03.10.2013	VISA VARE	*8081 01.10 USD 3.20 USPS 05680000534707224 Kurs: 6.1344	-19,63	50001685147	
03.10.2013	03.10.2013	GEBYR	VISA KONTANTUTTAK UTLAND 1 TRANS(ER) TYPE 715	-30,00	90460000	
03.10.2013	03.10.2013	VISA VARE	*4485 01.10 USD 7.81 7-ELEVEN 24139 Kurs: 6.1319	-47,89	50001685147	
